"Alcohol","Alcohol_12months","Alcohol_ever","Marijuana","Marijuana_30days","Marijuana_12months","Marijuana_ever","Heroin","Heroin_30days","Heroin_12months","Heroin_ever","Cocaine","Cocaine_30days","Cocaine_12months","Cocaine_ever","Highest_Year_Education_Before_Prison","Race","Age","Sex","State","Crime_type","time_of_use","drug_type","val_num_drugs","num_drugs","Age_group","used_any_ever","used_any_12months"
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","White",55,"Female","MD","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","45-55",1,1
2,0,1,1,1,1,1,1,1,1,1,2,2,2,1,"Less Than High School","White",26,"Female","NV","Violent","At the time of Arrest","Marijuana,Heroin",2,"More than one drug","25-34",1,1
2,0,1,0,1,0,1,0,0,0,2,0,2,0,1,"High School Graduate","2+ Races",37,"Male","OR","Violent","Past 30 days","Marijuana",1,"Marijuana","35-44",1,0
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",22,"Male","FL","Violent","Past 30 days","Marijuana",1,"Marijuana","18-24",1,0
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"College Degree or More","Hispanic",39,"Male","GA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,0,1,1,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","2+ Races",57,"Male","TX","Public order","At the time of Arrest","Marijuana",1,"Marijuana","55+",1,1
1,2,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","2+ Races",33,"Male","NY","Drug","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
0,0,2,2,2,2,1,2,2,2,1,2,2,2,1,"Less Than High School","White",44,"Male","TN","Public order","More than a year ago","Marijuana,Heroin,Cocaine",3,"More than one drug","35-44",1,0
2,2,1,1,1,1,1,0,0,0,2,2,2,2,1,"Less Than High School","Hispanic",21,"Male","AZ","Property","At the time of Arrest","Marijuana",1,"Marijuana","18-24",1,1
1,1,1,0,2,2,1,0,0,0,2,0,2,1,1,"Less Than High School","White",44,"Male","PA","Public order","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,"Less Than High School","Black",40,"Male","TN","Public order","Past 30 days","Cocaine",1,"Cocaine","35-44",1,1
-1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,"Less Than High School","White",23,"Male","TX","Violent","Past 30 days","Marijuana",1,"Marijuana","18-24",1,1
2,1,1,1,1,0,1,0,0,0,2,2,2,0,1,"Less Than High School","2+ Races",29,"Male","AL","Public order","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,1
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,"College Degree or More","Hispanic",33,"Male","CA","Drug","More than a year ago","Alcohol",1,"Alcohol","25-34",1,0
1,1,1,1,1,0,1,2,2,0,1,1,1,0,1,"Less Than High School","White",36,"Male","NY","Violent","At the time of Arrest","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",46,"Male","TX","Drug","Never used","",0,"None","45-55",0,0
1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,"Less Than High School","White",26,"Male","CA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
0,0,2,2,2,0,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",49,"Male","MS","Violent","More than a year ago","Marijuana",1,"Marijuana","45-55",1,0
1,2,1,0,2,2,1,0,0,0,2,0,2,2,1,"Some College","White",55,"Male","IL","Violent","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,0
1,0,1,1,1,1,1,0,0,0,2,0,0,0,2,"Some College","Black",27,"Male","FL","Property","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,1
1,2,1,1,1,1,1,0,0,0,2,2,2,2,1,"Less Than High School","White",56,"Male","GA","Public order","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","55+",1,1
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","White",61,"Female","KY","Public order","More than a year ago","Marijuana,Alcohol",2,"More than one drug","55+",1,0
1,1,1,0,1,1,1,0,0,0,2,0,1,1,1,"Less Than High School","Black",24,"Male","IA","Public order","At the time of Arrest","Alcohol",1,"Alcohol","18-24",1,1
1,2,1,1,1,1,1,0,0,0,2,1,1,1,1,"Less Than High School","Black",60,"Male","FL","Public order","At the time of Arrest","Marijuana,Cocaine,Alcohol",3,"More than one drug","55+",1,1
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",25,"Female","IL","Property","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,1
1,2,1,2,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",27,"Male","NY","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,0
1,0,1,1,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",20,"Male","TX","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","18-24",1,1
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"High School Graduate","White",33,"Male","MA","Public order","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,0
0,0,2,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",44,"Male","LA","Property","At the time of Arrest","Marijuana",1,"Marijuana","35-44",1,0
-1,0,1,0,0,0,-1,0,0,0,-1,0,0,0,-1,"Less Than High School","Black",32,"Male","NC","Drug","More than a year ago","Alcohol",1,"Alcohol","25-34",1,0
1,1,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",39,"Male","NY","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","35-44",1,1
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",49,"Male","CA","Violent","More than a year ago","Alcohol",1,"Alcohol","45-55",1,0
0,0,2,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",49,"Male","CA","Violent","More than a year ago","Marijuana",1,"Marijuana","45-55",1,0
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,"High School Graduate","White",53,"Female","WI","Drug","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","45-55",1,0
2,2,1,0,2,2,1,0,2,2,1,0,2,2,1,"Less Than High School","White",31,"Female","OH","Property","More than a year ago","Marijuana,Heroin,Cocaine,Alcohol",4,"More than one drug","25-34",1,0
2,1,1,2,1,1,1,2,2,2,1,0,0,0,2,"Less Than High School","2+ Races",19,"Male","MO","Drug","Past 30 days","Marijuana",1,"Marijuana","18-24",1,1
1,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",36,"Male","FL","Violent","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",41,"Male","TX","Drug","More than a year ago","Alcohol",1,"Alcohol","35-44",1,0
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","Hispanic",35,"Female","CA","Violent","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",25,"Male","CA","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,0
2,0,1,1,1,1,1,2,2,2,1,2,1,1,1,"Less Than High School","White",32,"Male","PA","Public order","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,0,2,1,1,0,0,0,2,0,2,2,1,"Less Than High School","Black",40,"Male","CA","Violent","Past 12 months","Marijuana",1,"Marijuana","35-44",1,1
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Some College","White",51,"Female","MI","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
2,2,1,0,2,2,1,0,2,1,1,0,1,2,1,"Less Than High School","Hispanic",30,"Female","TX","Public order","Past 30 days","Cocaine",1,"Cocaine","25-34",1,1
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",27,"Male","GA","Drug","More than a year ago","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,"Some College","American Indian/Alaska Native",34,"Female","SD","Drug","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","25-34",1,0
1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,"Less Than High School","White",51,"Male","AK","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","45-55",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"College Degree or More","White",57,"Female","AL","Property","Never used","",0,"None","55+",0,0
1,1,1,2,2,0,1,0,0,0,2,2,2,0,1,"Less Than High School","White",37,"Female","GA","Drug","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
2,2,1,2,2,0,1,0,0,0,2,2,2,0,1,"High School Graduate","White",29,"Female","IN","Drug","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","25-34",1,0
1,0,1,1,1,1,1,0,0,0,2,1,1,2,1,"High School Graduate","2+ Races",56,"Female","FL","Property","At the time of Arrest","Marijuana,Cocaine,Alcohol",3,"More than one drug","55+",1,1
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",19,"Male","TX","Violent","Past 30 days","Marijuana",1,"Marijuana","18-24",1,1
1,1,1,2,2,0,1,2,2,0,1,0,0,0,2,"Less Than High School","Black",65,"Male","MI","Violent","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,1
1,2,1,1,1,0,1,0,0,0,2,2,2,0,1,"Some College","Black",30,"Male","VA","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
2,2,1,1,1,1,1,0,0,0,2,2,2,2,1,"High School Graduate","Asian/Native Hawaiian/Other Pacific Islander",25,"Male","HI","Property","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,1
2,2,1,0,2,0,1,0,0,0,2,0,2,0,1,"Less Than High School","Hispanic",27,"Male","TX","Violent","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","25-34",1,0
1,2,1,0,1,1,1,0,0,0,2,0,1,1,1,"Less Than High School","2+ Races",32,"Male","FL","Public order","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,2,1,2,1,0,1,1,1,0,1,2,2,0,1,"High School Graduate","White",27,"Male","PA","Drug","At the time of Arrest","Heroin",1,"Heroin","25-34",1,0
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",42,"Male","CA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,2,1,0,2,0,1,0,0,0,2,0,0,0,2,"Some College","Black",80,"Male","CA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","55+",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"College Degree or More","Black",52,"Female","MS","Drug","Never used","",0,"None","45-55",0,0
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","White",25,"Male","MO","Property","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
2,2,1,2,1,0,1,0,0,0,2,1,1,0,1,"Some College","2+ Races",54,"Male","MI","Violent","At the time of Arrest","Cocaine",1,"Cocaine","45-55",1,0
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,"College Degree or More","White",35,"Female","FL","Property","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
1,0,1,2,2,2,1,2,2,2,1,2,2,2,1,"Less Than High School","White",49,"Male","NY","Property","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,0
2,0,1,2,1,1,1,0,0,0,2,2,2,2,1,"Less Than High School","White",26,"Female","TX","Drug","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"Some College","Hispanic",29,"Male","CA","Drug","Past 30 days","Marijuana",1,"Marijuana","25-34",1,0
2,0,1,2,2,2,1,1,1,1,1,1,1,1,1,"Less Than High School","White",36,"Female","CT","Property","At the time of Arrest","Heroin,Cocaine",2,"More than one drug","35-44",1,1
2,0,1,2,2,0,1,2,2,0,1,0,0,0,2,"Less Than High School","White",29,"Female","VA","Property","More than a year ago","Marijuana,Heroin,Alcohol",3,"More than one drug","25-34",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","Black",27,"Female","AL","Violent","More than a year ago","Alcohol",1,"Alcohol","25-34",1,0
1,2,1,1,1,1,1,0,0,0,2,2,2,2,1,"High School Graduate","Black",46,"Male","MO","Public order","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","45-55",1,1
2,0,1,2,2,0,1,0,0,0,2,2,2,0,1,"Less Than High School","Hispanic",30,"Male","FL","Public order","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","25-34",1,0
2,0,1,0,1,0,1,0,0,0,2,0,2,0,1,"High School Graduate","White",29,"Male","WV","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,0
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",40,"Female","GA","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,2,1,0,1,2,1,0,0,0,2,0,1,2,1,"Less Than High School","White",32,"Male","CA","Public order","Past 30 days","Marijuana,Cocaine",2,"More than one drug","25-34",1,0
1,2,1,0,2,0,1,0,0,0,2,0,2,0,1,"High School Graduate","Hispanic",47,"Male","OR","Violent","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,0
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","White",44,"Female","CA","Violent","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
1,0,1,0,1,0,1,0,0,0,2,0,2,0,1,"Less Than High School","White",39,"Female","MA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,0
1,1,1,0,2,0,1,0,0,0,2,0,2,0,1,"College Degree or More","Black",43,"Male","TN","Drug","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Some College","Hispanic",38,"Male","MD","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
1,1,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","White",57,"Male","TN","Violent","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,1
2,0,1,1,1,2,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",18,"Male","MD","Property","At the time of Arrest","Marijuana",1,"Marijuana","<18",1,0
2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,"Less Than High School","White",27,"Male","WA","Violent","Past 30 days","Marijuana,Heroin",2,"More than one drug","25-34",1,1
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",30,"Male","OH","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,0
2,0,1,1,1,2,1,1,1,1,1,2,1,2,1,"Less Than High School","White",26,"Male","IN","Property","At the time of Arrest","Marijuana,Heroin",2,"More than one drug","25-34",1,1
2,2,1,0,1,1,1,0,1,1,1,0,1,1,1,"Less Than High School","White",27,"Male","OH","Violent","Past 30 days","Marijuana,Heroin,Cocaine",3,"More than one drug","25-34",1,1
2,2,1,0,1,0,1,0,0,0,2,0,2,0,1,"Some College","White",30,"Male","TX","Property","Past 30 days","Marijuana",1,"Marijuana","25-34",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",35,"Male","TX","Violent","Never used","",0,"None","35-44",0,0
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"College Degree or More","Black",33,"Male","TX","Property","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","25-34",1,0
0,0,2,0,2,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",28,"Male","MO","Property","Past 12 months","Marijuana",1,"Marijuana","25-34",1,1
1,1,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",27,"Male","TX","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,1,1,1,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","2+ Races",19,"Male","MO","Violent","At the time of Arrest","Marijuana",1,"Marijuana","18-24",1,1
1,0,1,1,1,1,1,0,0,0,2,1,1,1,1,"Less Than High School","Hispanic",59,"Male","NY","Public order","At the time of Arrest","Marijuana,Cocaine,Alcohol",3,"More than one drug","55+",1,1
1,2,1,1,2,1,1,0,0,0,2,1,2,2,1,"High School Graduate","White",22,"Female","TX","Drug","At the time of Arrest","Marijuana,Cocaine,Alcohol",3,"More than one drug","18-24",1,1
1,1,1,0,1,1,1,0,0,0,2,0,2,2,1,"High School Graduate","White",26,"Female","MN","Property","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,2,1,0,1,0,1,0,0,0,2,0,0,0,2,"Some College","Black",23,"Male","CA","Violent","Past 30 days","Marijuana",1,"Marijuana","18-24",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Black",52,"Male","IL","Violent","Never used","",0,"None","45-55",0,0
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,"College Degree or More","White",67,"Male","MO","Public order","More than a year ago","Alcohol",1,"Alcohol","55+",1,0
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",23,"Male","TN","Violent","At the time of Arrest","Marijuana",1,"Marijuana","18-24",1,0
2,0,1,2,1,0,1,1,1,0,1,2,2,0,1,"Less Than High School","White",30,"Male","IL","Drug","At the time of Arrest","Heroin",1,"Heroin","25-34",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","White",20,"Male","NC","Violent","Never used","",0,"None","18-24",0,0
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","2+ Races",43,"Male","CA","Drug","Past 30 days","Marijuana",1,"Marijuana","35-44",1,0
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","White",37,"Male","PA","Drug","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
1,2,1,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",38,"Male","MO","Drug","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
1,2,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","Black",34,"Male","FL","Property","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","2+ Races",53,"Male","SC","Violent","Never used","",0,"None","45-55",0,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Some College","Black",51,"Male","FL","Drug","More than a year ago","Alcohol",1,"Alcohol","45-55",1,0
1,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"College Degree or More","White",49,"Male","MS","Public order","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,0
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,"High School Graduate","White",40,"Female","SC","Drug","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,"High School Graduate","Black",41,"Female","IN","Property","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","35-44",1,1
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",28,"Male","TX","Public order","More than a year ago","Alcohol",1,"Alcohol","25-34",1,0
2,0,1,2,2,1,1,1,1,1,1,2,2,2,1,"Less Than High School","White",39,"Female","MO","Property","At the time of Arrest","Heroin",1,"Heroin","35-44",1,1
2,2,1,0,1,1,1,0,2,2,1,0,1,2,1,"Less Than High School","2+ Races",33,"Female","GA","Property","Past 30 days","Marijuana,Cocaine",2,"More than one drug","25-34",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Black",20,"Male","FL","Violent","Never used","",0,"None","18-24",0,0
1,1,1,0,2,1,1,0,0,0,2,0,0,0,2,"Less Than High School","2+ Races",55,"Male","OH","Violent","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,1
2,0,1,2,2,1,1,2,2,2,1,2,2,2,1,"Less Than High School","White",39,"Male","ME","Drug","Past 12 months","Marijuana",1,"Marijuana","35-44",1,1
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"College Degree or More","Hispanic",57,"Female","FL","Property","More than a year ago","Alcohol",1,"Alcohol","55+",1,0
2,0,1,0,1,1,1,0,2,2,1,0,2,2,1,"High School Graduate","White",35,"Female","TN","Property","Past 30 days","Marijuana",1,"Marijuana","35-44",1,1
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",33,"Male","TN","Drug","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",26,"Male","PA","Violent","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,0
1,0,1,2,1,0,1,0,0,0,2,2,2,0,1,"Less Than High School","Hispanic",37,"Male","TX","Violent","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,0
0,0,2,0,0,0,2,0,1,0,1,0,0,0,2,"Less Than High School","Hispanic",32,"Male","CA","Violent","Past 30 days","Heroin",1,"Heroin","25-34",1,0
-2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Black",68,"Male","GA","Violent","More than a year ago","Alcohol",1,"Alcohol","55+",1,0
1,1,1,2,2,2,1,0,0,0,2,2,2,2,1,"Less Than High School","Hispanic",31,"Male","FL","Public order","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,0,1,2,1,0,1,0,0,0,2,2,2,0,1,"Less Than High School","White",25,"Female","AR","Property","Past 30 days","Marijuana",1,"Marijuana","25-34",1,0
2,0,1,1,2,1,1,2,1,2,1,1,1,1,1,"Less Than High School","Black",60,"Male","PA","Violent","At the time of Arrest","Marijuana,Cocaine",2,"More than one drug","55+",1,1
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","2+ Races",51,"Male","GA","Violent","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","45-55",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Black",30,"Female","NC","Violent","Never used","",0,"None","25-34",0,0
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",35,"Male","MI","Drug","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,0,1,0,2,0,1,0,0,0,2,0,2,0,1,"Less Than High School","White",52,"Male","PA","Property","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","45-55",1,0
1,2,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",59,"Male","CA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,0
1,1,1,2,1,0,1,0,0,0,2,1,1,0,1,"Less Than High School","Black",32,"Male","FL","Violent","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","25-34",1,1
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Some College","White",44,"Male","PA","Violent","More than a year ago","Alcohol",1,"Alcohol","35-44",1,0
1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,"Less Than High School","White",30,"Female","NY","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,0,1,0,2,1,1,0,2,2,1,0,2,2,1,"Less Than High School","White",51,"Male","TX","Drug","Past 12 months","Marijuana",1,"Marijuana","45-55",1,1
2,0,1,2,1,0,1,0,0,0,2,2,2,0,1,"Some College","White",45,"Male","MN","Drug","Past 30 days","Marijuana",1,"Marijuana","45-55",1,0
1,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","Hispanic",39,"Male","TX","Other","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","White",35,"Female","MI","Property","Never used","",0,"None","35-44",0,0
